[0.2s-134.0s] 不必许多过 请你许多 同时不自责
[134.0s-136.6s] 比别的不要强一点点
[3740.2s-3741.5s] 赚钱难度就是非常难的
[3741.5s-3743.0s] 对于大部分人来说赚不到钱
[3743.0s-3744.8s] 为什么现在我们可以配五层仓位
[3744.8s-3747.0s] 而且一直都配着五层仓位
[3747.0s-3748.9s] 是因为有阶段性的主线
[3748.9s-3749.9s] 这个主线是PCB
[3749.9s-3751.2s] 已经走到第三天了
[3751.5s-3753.9s] 我们手上的标地也将近有20个点的利润了
[3754.1s-3755.5s] 那么很多新粉也不用着急
[3755.5s-3756.7s] 等下一轮就好了
[3757.3s-3758.7s] 只有在市场好的节点
[3758.7s-3759.7s] 才会出新的标地
[3759.7s-3760.6s] 有新的标地
[3760.6s-3761.1s] 你去上车
[3761.1s-3762.9s] 你才能跟所有人的成本一样
[3762.9s-3764.0s] 你现在去追
[3764.1s-3765.1s] 老粉转20个点
[3765.1s-3765.8s] 你现在追进去
[3765.8s-3767.1s] 意义是什么呢
[3767.9s-3769.3s] 这个点大家这本账
[3769.3s-3772.4s] 大家一定能算得明白
[3772.4s-3772.9s] 对不对
[3772.9s-3774.1s] 这我就不用多说了
[3774.1s-3775.0s] 所以不要着急
[3775.2s-3776.1s] 财不入急门
[3776.1s-3776.5s] 好
[3776.5s-3778.0s] 这是第一个关于我们的指数
[3778.0s-3778.5s] 则是系统
[3778.5s-3779.9s] 它就是一个正当环境
[3780.2s-3782.4s] 它就是一个正当环境
[3783.1s-3784.4s] 上下
[3784.4s-3785.2s] 到了下乡
[3785.2s-3786.2s] 它就会有反盘
[3786.2s-3786.7s] 到了上下
[3786.7s-3787.7s] 它就会往下
[3787.7s-3789.5s] 就跟我们之前的一个阶段非常像
[3789.6s-3790.2s] 这是指数
[3790.2s-3790.9s] 我们定调定的
[3790.9s-3791.6s] 非常简单
[3791.6s-3792.8s] 从仓位的管理
[3793.1s-3794.3s] 到环境的判断
[3794.3s-3795.0s] 第二
[3795.0s-3796.3s] 叫做市场主线
[3796.8s-3797.9s] 现在市场主线
[3797.9s-3799.3s] 我说过PCB走了三天
[3799.3s-3800.7s] 唯独能看的两个方向
[3800.7s-3801.9s] 一个就是PCB
[3801.9s-3803.3s] 一个就是淘定率
[3803.3s-3804.5s] 这两个方向该布局的人
[3804.5s-3805.7s] 也早就布局好了
[3806.1s-3807.1s] 包括我们的软件
[3807.1s-3807.9s] 也选到了标的
[3807.9s-3809.4s] 包括我们的
[3809.4s-3810.5s] 包括我们的主关票
[3810.5s-3811.7s] 也选到了标的
[3813.6s-3814.4s] 对不对
[3814.8s-3817.6s] 那么我们已经完成了
[3817.6s-3818.0s] 所以说
[3818.0s-3819.2s] 现在只是跟大家强调一下
[3819.2s-3820.0s] 这个方向
[3821.1s-3822.3s] 然后第三个
[3822.3s-3823.0s] 第三个点
[3823.0s-3824.4s] 市场的主流审美没有变
[3824.4s-3826.6s] 还是业绩容量抱团
[3826.7s-3827.8s] 业绩可持续性
[3828.4s-3830.2s] 所以你会发现现在的大票
[3830.2s-3831.1s] 我跟你们讲过
[3831.1s-3833.2s] 现在的大票的走法
[3833.2s-3834.6s] 跟我们以前腰部的走法
[3834.6s-3835.6s] 有什么区别吗
[3836.7s-3838.1s] 走的跟腰部一模一样
[3840.3s-3841.4s] 每天的波动率
[3841.4s-3842.5s] 也是真的非常大
[3843.9s-3844.3s] 是吧
[3844.3s-3845.5s] 上参下跳的
[3845.5s-3847.9s] 所以真的没有什么太大的区别
[3848.8s-3850.3s] 没有什么太大的区别
[3852.0s-3852.7s] OK
[3853.3s-3854.6s] 所以个股上面
[3854.6s-3855.3s] 我们的卖点
[3855.3s-3856.9s] 既然已经定得非常明确了
[3856.9s-3858.2s] 那我们就去执行卖点
[3858.2s-3859.1s] 不到我们的卖点
[3859.1s-3859.9s] 我们就不动
[3860.5s-3861.5s] 到了我们的卖点
[3861.5s-3862.5s] 才会去考虑
[3863.1s-3863.6s] 离开
[3865.6s-3866.2s] 能懂吗
[3868.0s-3868.6s] 能懂吗
[3868.6s-3869.6s] 这个现场会我说一下
[3869.6s-3871.9s] 没有任何资金门槛要求和收益率要求的
[3872.5s-3873.3s] 没有这个门槛的
[3874.2s-3875.3s] 纯粹是贱铁粉
[3875.9s-3877.1s] 当然还是那句话
[3877.1s-3879.7s] 就是有一些
[3881.1s-3882.6s] 资源还不错的粉丝
[3883.2s-3884.5s] 我也希望你们可以来
[3885.2s-3886.3s] 希望可以来
[3887.5s-3889.0s] 心意在某些方面
[3889.0s-3891.0s] 也需要站在巨人的肩膀上面
[3891.8s-3893.1s] 比如说医生
[3894.9s-3895.5s] 什么
[3895.9s-3896.3s] 对吧
[3896.3s-3898.4s] 医生什么这些老师
[3898.8s-3901.1s] 什么等等等等等等等等等等
[3901.1s-3903.2s] 不可言语的等等的各种岗位的
[3903.3s-3904.3s] 我稍微说一下
[3905.7s-3906.2s] OK
[3907.9s-3909.0s] 咱们瞄懂就行
[3909.0s-3909.7s] 瞄懂百合
[3909.7s-3911.0s] 当然不是这些岗位的
[3911.0s-3911.5s] 也欢迎
[3911.5s-3914.2s] 因为我也想跟各行各业的人
[3914.3s-3915.2s] 都交流交流
[3915.3s-3916.5s] 每个赛道都了解
[3916.5s-3919.9s] 对于未来整个大方向的把控
[3920.6s-3921.9s] 还是比较有利的
[3922.2s-3924.2s] 所以因为我们都是小范围的
[3924.2s-3925.9s] 所以每个人都有交流的机会
[3926.1s-3927.1s] 每个人都有很多时间
[3927.1s-3928.2s] 可以跟我交流
[3928.2s-3928.8s] 一对一也好
[3928.8s-3929.6s] 一对多也好
[3931.0s-3931.5s] 好吧
[3934.0s-3935.4s] 最后有一个我忘记讲了
[3937.0s-3939.0s] 因为我们差不多四五十个人
[3939.0s-3940.3s] 应该会有五桌
[3940.8s-3942.5s] 想跟我一桌的人
[3942.5s-3946.3s] 要单独填上面的一个单独的一个标记
[3948.0s-3949.3s] 单独的一个标记
[3950.6s-3952.2s] 但是跟我一桌是有门槛
[3952.2s-3953.8s] 到时候你们自己去问客户
[3955.2s-3955.4s] 好
[3955.4s-3955.9s] OK
[3956.2s-3957.5s] 那么回归到我们的盘面
[3957.5s-3958.4s] 所以自上一下
[3958.4s-3959.2s] 我们现在的节奏
[3959.2s-3960.2s] 是在这个节奏里面
[3960.2s-3961.2s] 这个节奏我们在做
[3961.2s-3962.3s] 所以兴奋你不要着急
[3962.3s-3964.3s] 等我们把这个节奏走完
[3964.8s-3966.9s] 因为现在我们这个阶段还没走完
[3966.9s-3969.0s] PCB这个阶段的主线还没走完
[3969.1s-3971.7s] 我们也已经有20个点左右的扶营在了
[3971.9s-3973.2s] 所以等我们这个节奏走完
[3973.2s-3973.7s] 先不着急
[3973.7s-3974.9s] 你们先把历史直播回放
[3974.9s-3975.7s] 先去听完
[3975.9s-3978.1s] 搞清楚我们直播间软件的打法
[3978.8s-3980.4s] 和新衣概念的打法
[3980.9s-3983.3s] 你能全部郭清楚了以后
[3983.3s-3984.7s] 后面才能施办公费
[3985.0s-3985.6s] OK
[3986.1s-3987.4s] 所以今天我给你们讲
[3987.4s-3988.9s] 盘面的内容不是很多
[3988.9s-3989.9s] 是因为
[3990.8s-3992.3s] 没有太多内容要讲
[3992.3s-3994.2s] 现在的盘面非常的清晰
[3994.2s-3995.2s] 节制的抱团
[3995.3s-3996.3s] 我用节制的抱团
[3996.3s-3997.3s] 大部分个股
[3997.4s-3998.9s] 在这个阶段都是亏钱的
[3999.9s-4000.5s] 能懂吗
[4000.5s-4002.2s] 所以对于悬谷的能力
[4002.2s-4003.2s] 节点的能力
[4003.8s-4005.1s] 非常非常的重要
[4008.2s-4009.4s] 非常非常的重要
[4010.2s-4010.8s] 可以的
[4010.8s-4012.1s] 你自己没有时间
[4012.1s-4013.4s] 你小孩来是可以的
[4013.7s-4014.4s] 没有问题的
[4017.3s-4017.9s] OK
[4019.0s-4019.3s] 好
[4019.3s-4019.9s] 那么
[4021.4s-4022.5s] 那么我再重复一遍
[4022.5s-4023.6s] 这一个阶段
[4023.7s-4024.7s] 尤其是新粉
[4024.7s-4025.3s] 先优着点
[4025.3s-4026.9s] 然后软件模式上面
[4027.1s-4028.5s] 其实你们去回测过就知道
[4028.5s-4030.0s] 软件最近的胜率也非常高
[4030.0s-4032.1s] 一点都不比新衣概念骨差
[4033.1s-4035.1s] 一点都不比新衣概念骨差
[4035.5s-4037.6s] 软件上面的标的综合胜率
[4037.6s-4040.1s] 在这12天时间里面也非常的强大
[4040.3s-4041.0s] 你想好了
[4041.0s-4042.0s] 软件选出来的标的
[4042.0s-4043.4s] 今天也是赚钱的
[4044.1s-4045.5s] 今天也是赚钱的
[4047.2s-4048.2s] 昨天这两个标的
[4048.2s-4049.5s] 还有8个点的溢价
[4049.5s-4050.6s] 今天还能
[4050.7s-4052.3s] 还能综合整体算起来
[4052.3s-4052.8s] 还有6个点
[4052.8s-4054.0s] 这个标的也是软件选的
[4054.0s-4054.8s] 到现在为止
[4056.0s-4057.4s] 涨了20个点
[4058.1s-4059.9s] 互电应该是从软件选出来
[4059.9s-4060.7s] 到现在
[4060.9s-4062.6s] 三天时间里面涨了20个点
[4062.6s-4064.0s] 也非常的强大
[4064.3s-4064.9s] 好吧
[4067.1s-4067.7s] OK
[4067.7s-4068.0s] 好
[4068.0s-4069.4s] 今天我们直播内容就讲到这里
[4069.4s-4070.6s] 要超时超了很多
[4072.4s-4073.1s] 就讲到这里
[4073.2s-4073.8s] 不要着急
[4073.8s-4075.0s] 现在是行情不好的时候
[4075.0s-4075.9s] 你们不要着急
[4075.9s-4076.6s] 不要着急
[4076.6s-4077.7s] PCB做完了以后
[4077.7s-4079.7s] 后面我们再去看扛跌方向
[4079.8s-4080.6s] 再去找
[4081.1s-4081.9s] 再去找
[4081.9s-4083.2s] 如果有新的主线出现
[4083.2s-4085.1s] 再去玩新的主线的那一轮
[4085.1s-4086.8s] 我们现在先安安心心的
[4086.8s-4088.5s] 把PCB这一轮做完
[4088.7s-4089.8s] 对于我们接下来
[4089.8s-4091.6s] 无非就是看什么时候离场
[4093.8s-4094.5s] 能懂吗
[4095.2s-4096.3s] 不能带人
[4097.2s-4098.2s] 不能带人
[4098.5s-4099.4s] 我先说一下
[4099.6s-4101.1s] 一个门票对应一个人
[4101.1s-4102.3s] 不然你就要两个门票
[4103.5s-4104.5s] 能理解吗
[4104.7s-4106.2s] 一个门票只能一个人
[4106.4s-4107.4s] 如果你有两个人
[4107.4s-4108.3s] 那就要两个门票
[4110.0s-4111.3s] 我们只看人头
[4115.8s-4116.8s] 不是婚宴
[4116.8s-4118.2s] 还能带家属的
[4120.2s-4120.7s] 笑死了
[4120.7s-4121.9s] 我结婚的时候可以带
[4122.0s-4123.3s] 可以带你们老婆老公
[4125.3s-4126.8s] 我要快问你们笑死了
[4128.3s-4132.2s] 可爱还是蛮可爱的
[4132.2s-4133.4s] 我直播间有些粉丝
[4134.2s-4135.9s] 怎么你们夫妻都想见我
[4136.6s-4137.5s] 派个代表不行
[4137.5s-4138.2s] 是吧
[4139.2s-4139.9s] 喝喜酒的
[4139.9s-4140.2s] 以为
[4142.2s-4143.6s] 喝喜酒的时候
[4143.6s-4144.8s] 你一家子来都行
[4147.0s-4147.8s] 喝喜酒的时候
[4147.8s-4149.0s] 你一家子来都行
[4152.0s-4152.9s] 笑死了
[4157.3s-4158.1s] 结婚的话
[4158.1s-4160.3s] 到时候我会在铁坟里面选
[4160.7s-4161.1s] 两桌
[4161.6s-4163.9s] 结婚肯定是要非常谨慎的去选择
[4164.2s-4164.7s] 结婚的时候
[4164.7s-4166.9s] 我应该会选两桌
[4166.9s-4167.7s] 最多三桌
[4167.7s-4168.4s] 30个粉丝
[4169.1s-4171.7s] 跟我关系混得比较好的30个粉丝
[4173.1s-4174.5s] 基本上不出意外的话
[4174.5s-4175.9s] 结婚是12月12号
[4178.1s-4181.1s] 基本上不出意外是12月12号
[4184.1s-4184.3s] 对
[4184.3s-4186.0s] 所以这个是后面的事情
[4186.0s-4188.0s] 这个是纯交情上面的事情
[4188.9s-4190.1s] 纯交情上面的事情
[4190.1s-4192.3s] 真的跟我关系比较好的30个粉丝
[4192.3s-4194.1s] 我应该会弄个三桌
[4194.1s-4195.1s] 专门给粉丝
[4201.3s-4201.6s] 对
[4201.6s-4202.5s] 今年
[4204.0s-4204.5s] 是的
[4205.1s-4205.7s] 今年
[4209.5s-4210.2s] 怎么
[4210.9s-4211.5s] 怎么
[4211.7s-4212.8s] 立业成家
[4212.8s-4213.8s] 立业成家
[4213.8s-4215.3s] 业都已经立到这个程度了
[4215.3s-4216.0s] 那这两
[4216.0s-4218.2s] 这几年不是应该搞进成家的事情
[4218.6s-4219.0s] 是吧
[4219.0s-4221.3s] 每个人生都有每个人生阶段
[4221.3s-4223.5s] 要去想要实现的目标
[4224.1s-4225.0s] 对于我来说
[4225.0s-4227.6s] 这也是我的一个目标之一
[4228.1s-4229.1s] 目标之一
[4232.4s-4233.7s] 没有十大为座
[4233.7s-4234.0s] 我住
[4235.9s-4237.2s] 前往点击成交
[4237.2s-4237.7s] 没反应
[4237.7s-4239.4s] 你们可以去联系你们的专属客户
[4239.4s-4239.9s] 这种问题
[4239.9s-4241.4s] 你们都可以举联系专属客户
[4242.2s-4243.7s] 多带一个人吃回来
[4247.5s-4248.1s] 真是快乐
[4248.1s-4249.0s] 笑死了
[4251.5s-4252.5s] 还得是你们
[4253.2s-4254.4s] 果然做股票的人
[4254.4s-4255.4s] 都是最精明的
[4255.7s-4256.7s] 都是大肚蹄子
[4257.0s-4257.7s] 赚这么多
[4257.7s-4258.9s] 还死扣死扣的
[4259.6s-4260.7s] 你们就得扣的人
[4260.7s-4261.3s] 有钱了
[4261.3s-4262.3s] 给自己老婆
[4262.6s-4263.5s] 买点东西
[4263.5s-4265.1s] 或者给自己老公买点东西
[4265.1s-4266.3s] 给自己小孩买点东西
[4266.3s-4267.1s] 不要死扣死扣
[4267.1s-4268.0s] 扣扣说说的
[4269.7s-4270.7s] 扣扣说说的
[4272.7s-4273.6s] 现下聚餐
[4273.6s-4275.6s] 还在想着能不能吃回来
[4275.6s-4277.1s] 格局能不能打开一点
[4278.1s-4279.3s] 都赚了多少钱了
[4282.6s-4283.9s] 主要爱喝
[4285.0s-4286.7s] 打包回去给孩子吃
[4287.4s-4289.2s] 笑死了
[4291.0s-4293.2s] 因为这也是我们第一次线下
[4294.4s-4295.9s] 我觉得还是非常有价值的
[4296.4s-4297.2s] 3000个人
[4297.2s-4298.2s] 得要去什么酒店
[4298.2s-4298.6s] 奥体
[4300.3s-4302.1s] 赵强以前就在奥体办的
[4302.6s-4303.4s] 办的婚宴
[4303.4s-4304.3s] 赵老哥
[4305.2s-4308.2s] 他是2016年在奥体办的婚宴
[4310.1s-4312.2s] 有钱没有什么事情是搞不定的
[4312.2s-4313.0s] 比如说3000人
[4313.0s-4314.4s] 他押3万人也有地方
[4316.4s-4317.3s] 老大要结婚了
[4317.3s-4318.3s] 我心里空空的
[4318.3s-4320.2s] 你他押的一个大老爷
[4320.3s-4321.1s] 你跟我讲这
[4324.9s-4326.3s] 提前准备20个问题
[4326.3s-4327.3s] 这见面会可以的
[4332.8s-4334.4s] 多喝点茅台管够
[4335.9s-4336.6s] 茅台管够
[4338.4s-4339.7s] 你不要喝到医院就行
[4339.9s-4341.2s] 结果肯定是你可以无性喝
[4341.2s-4342.2s] 但千万别喝到医院
[4347.3s-4347.7s] 没事的
[4347.9s-4348.9s] 等一下我说一下
[4348.9s-4349.7s] 来与不来
[4349.7s-4351.0s] 这只是一个线下去会
[4351.0s-4352.0s] 没有任何的区别
[4352.1s-4354.4s] 你当然可以没时间
[4354.4s-4358.1s] 或者因为现在自己本身财富
[4358.1s-4359.2s] 现在就比较少
[4359.2s-4360.6s] 是非常关键的时候
[4360.6s-4361.3s] 这没有关系
[4361.9s-4362.9s] 又不是强制性的
[4362.9s-4364.5s] 又不会有什么区别对待
[4364.8s-4366.1s] 我们软件直播该是这样
[4366.1s-4367.7s] 还是这样子又不会有变化
[4367.9s-4370.5s] 只不过是有一对部分
[4370.5s-4372.2s] 铁粉有一定的需求
[4372.2s-4373.0s] 我们才办了
[4374.5s-4375.5s] 线下去参
[4375.9s-4376.9s] 线下去参
[4376.9s-4378.9s] 这个你们要能够理解
[4379.8s-4381.5s] 其他都没有任何影响
[4383.0s-4388.5s] 提前准备二十个大笔码
[4389.0s-4390.1s] 我得抓紧转
[4390.1s-4391.4s] 赶紧续费听歌
[4393.6s-4393.9s] 是的
[4393.9s-4395.4s] 因为现在经济不景气
[4395.4s-4397.3s] 很多人看前确实不容易
[4397.3s-4399.8s] 我是非常能体谅的人生
[4399.8s-4402.1s] 其实最难的就是0到1的过程
[4403.1s-4405.0s] 当你转到第1个100万以后
[4405.9s-4406.4s] 层下
[4406.4s-4408.5s] 好像转到当你层下第1个100万以后
[4408.5s-4409.8s] 你的人生就开始站起来
[4413.5s-4414.2s] 能懂吗
[4415.4s-4417.8s] 当你人生转到第1个
[4418.0s-4421.2s] 就是转到层下第1个100万以后
[4421.2s-4422.0s] 你就开始转
[4422.0s-4423.1s] 你就开始站起来了
[4423.5s-4428.2s] 所以0到1这个过程确实是比较痛苦和煎熬了
[4428.2s-4432.0s] 但是我相信大家抓捞这一波时代的国运
[4432.3s-4433.5s] 我们叫做国运
[4434.1s-4436.1s] 还是很有机会的
[4436.3s-4438.7s] 对于真的现在还很很小资金
[4438.7s-4441.3s] 很普通的我们的铁粉来说
[4441.5s-4443.3s] 当然我们直播间有很多有钱人
[4443.5s-4444.1s] 具有钱
[4444.9s-4446.1s] 他们要的得有钱
[4446.8s-4448.7s] 光我知道的有些人账户里面
[4448.9s-4450.4s] 随随便便都是几百个
[4453.2s-4455.3s] 我们直播间里面的综合
[4455.5s-4459.1s] 综合资金平均水平比远高于外面
[4459.1s-4459.9s] 高太多了
[4461.1s-4461.9s] 不会喝酒咋办
[4461.9s-4462.7s] 不会喝酒多好
[4462.7s-4463.9s] 你可以纯停干货
[4463.9s-4464.4s] 啥不啥
[4466.1s-4467.1s] 有些人酒喝多了
[4467.1s-4468.6s] 可能听了什么干货都忘了
[4468.9s-4469.7s] 福利也忘了
[4470.8s-4472.7s] 神秘的特殊大理也忘了
[4475.5s-4477.2s] 老大我辞职跟你可以不
[4477.2s-4478.4s] 好像你辞职了
[4478.4s-4479.7s] 我就一定要你一样
[4482.8s-4483.9s] 我笑死了
[4485.9s-4486.7s] 你这话说的
[4486.7s-4488.6s] 我就要稍微打劲你一下的
[4488.9s-4490.8s] 你辞职跟我我就一定要要你
[4492.5s-4493.8s] 你如果足够优秀的话
[4493.8s-4494.7s] 我考虑一下
[4497.2s-4498.5s] 希望老大的带领下
[4498.5s-4500.0s] 你们站在巨人的肩膀上面
[4500.0s-4501.1s] 赚到钱也是实力
[4501.6s-4502.4s] 这不是运气
[4502.9s-4503.7s] 我先跟你们讲明白
[4503.7s-4504.8s] 很多人有一个误区
[4505.0s-4506.7s] 你们站在巨人的肩膀上面
[4506.7s-4507.3s] 赚到了钱
[4507.3s-4509.3s] 难道是不是实力吗
[4509.3s-4511.1s] 那为什么直播间还是有一堆人亏钱
[4511.7s-4512.7s] 为什么你是赚钱
[4513.1s-4514.3s] 就说明你的综合
[4514.3s-4515.4s] 有很多方面的实力
[4515.4s-4516.4s] 就比他要强
[4517.3s-4518.5s] 这个是毋庸置疑的
[4519.3s-4520.8s] 就很多人要有一个概念
[4520.9s-4523.4s] 借力打力是一项巨大的能力
[4523.6s-4524.7s] 这不是运气
[4525.5s-4526.6s] 这不是运气
[4526.6s-4527.6s] 你们要搞明白
[4527.6s-4529.3s] 我以前是没有地方借力打力
[4529.3s-4529.9s] 只能靠自己
[4529.9s-4530.6s] 那怎么办
[4532.1s-4533.1s] 如果说我大学
[4533.1s-4534.8s] 那几年有人由大佬带我
[4534.8s-4536.9s] 他们至于要到2019年才舞蹈
[4537.5s-4538.4s] 可能老早就舞蹈了
[4538.4s-4539.5s] 以我的聪明才智
[4539.7s-4541.4s] 也许我2013年就舞蹈了
[4542.3s-4543.4s] 那时候没人带
[4543.6s-4544.3s] 没有大佬带我
[4544.3s-4544.9s] 我怎么办
[4546.5s-4547.3s] 没大佬带
[4547.3s-4547.9s] 那怎么办
[4549.7s-4550.9s] 不是问卷是5千
[4550.9s-4552.0s] 什么问卷是5千
[4552.7s-4554.6s] 888是我们的去餐的费用
[4554.6s-4555.5s] 这是门槛
[4556.1s-4557.7s] 有人要跟我一桌的
[4559.0s-4562.4s] 是有价价的
[4563.7s-4564.3s] 明白了吗
[4564.6s-4565.8s] 什么问卷是5千
[4565.8s-4567.9s] 问卷是田医院
[4568.3s-4569.0s] 又不需要付钱
[4572.4s-4574.5s] 排队账号分析这种
[4574.5s-4576.5s] 完完全全不够到神秘大理
[4578.2s-4579.1s] 你们想多了
[4579.8s-4580.3s] 我都说了
[4580.3s-4582.1s] 每个人听了眼睛会发光的
[4582.1s-4582.7s] 这个东西
[4582.7s-4584.5s] 每个人听了不一定眼睛会发光
[4588.1s-4589.2s] 离不开老大的杂质
[4589.2s-4590.4s] 你为什么要离开我
[4592.0s-4594.2s] 说我都没抛弃你们
[4594.2s-4595.2s] 你们居然要抛弃我
[4595.2s-4596.0s] 为什么要离开我
[4596.0s-4596.8s] 给我个理由
[4597.3s-4600.6s] 说跟我一桌
[4600.6s-4601.1s] 那没办法
[4601.1s-4602.0s] 那不然不公平
[4602.8s-4603.9s] 这个逻辑其实非常简单
[4603.9s-4605.6s] 就好比你去做头等舱
[4605.7s-4606.5s] 那怎么办呢
[4607.1s-4608.7s] 每个人如果没有门槛
[4608.7s-4609.9s] 每个人都想跟我一桌
[4611.8s-4612.7s] 我这个话没有
[4612.9s-4614.1s] 我是非常实在的
[4614.5s-4616.2s] 这个社会的规则就是这样子
[4616.6s-4617.6s] 如果没有门槛
[4617.6s-4618.2s] 那我怎么
[4618.2s-4619.1s] 我到底跟谁一桌
[4619.1s-4620.7s] 我跟A桌B不高兴
[4620.7s-4622.2s] 我跟B桌C不高兴
[4622.2s-4623.8s] 我跟C桌D不高兴
[4624.3s-4625.1s] 必然的
[4625.1s-4626.4s] 到时候大家心里都不一样
[4626.4s-4627.1s] 凭什么的
[4627.1s-4627.8s] 同样的
[4628.4s-4629.9s] 同样我们聚餐
[4629.9s-4631.5s] AA的都是8888
[4631.5s-4632.7s] 为什么你能跟老大一桌
[4632.7s-4633.1s] 我不行
[4633.7s-4635.0s] 那我们就非常简单
[4635.0s-4635.9s] 选择全交给大家
[4635.9s-4637.2s] 我就只有这一个人
[4637.2s-4638.5s] 我就只能陪
[4640.0s-4641.0s] 陪一桌
[4642.3s-4643.0s] 怎么搞
[4643.4s-4644.8s] 只能陪一桌怎么办
[4644.8s-4646.1s] 那就只能订个门槛
[4646.1s-4646.7s] 对不对
[4648.0s-4648.5s] 填写错
[4648.5s-4649.5s] 这些都找星星
[4649.8s-4650.9s] 都找你们的客户
[4652.9s-4653.6s] 见到老大
[4653.6s-4654.4s] 你不需要
[4655.6s-4656.7s] 重点也不一定
[4656.7s-4657.6s] 都是在问问题
[4657.8s-4659.2s] 怎么都这么势力了
[4659.2s-4660.3s] 重点是吃饭
[4663.2s-4664.4s] 重点是吃饭
[4664.9s-4665.9s] 是庆功
[4666.5s-4668.0s] 其他的都是小问题
[4668.7s-4670.6s] 线下会的人以后我会
[4671.8s-4673.1s] 会熟悉了以后
[4673.1s-4675.3s] 肯定又不是没有我的
[4675.3s-4676.0s] 联系方式
[4678.0s-4679.5s] 线下会的人熟悉了以后
[4679.5s-4680.9s] 我就知道你人
[4680.9s-4682.4s] 中国你永远要明白
[4682.4s-4684.0s] 还是一个人情社会
[4684.5s-4685.7s] 我跟你认识
[4686.0s-4687.3s] 跟你跟你不认识
[4687.3s-4687.8s] 实话说
[4687.8s-4688.8s] 说不是我的问题
[4688.8s-4691.0s] 是一定会有一所区别的
[4691.6s-4692.3s] 懂吗
[4692.7s-4695.5s] 那不然关系的价值在哪里
[4695.5s-4697.2s] 就很多人就是社会上面
[4697.2s-4698.0s] 混了这么多年
[4698.0s-4698.9s] 都不明白
[4699.9s-4701.1s] 我就问大家一句
[4701.1s-4701.9s] 就闷心自问
[4701.9s-4704.1s] 为什么老师都喜欢读书好的同学
[4704.7s-4706.6s] 为什么老师都比较关照
[4706.6s-4707.2s] 学习
[4707.9s-4709.3s] 跟自己熟悉的同学
[4709.3s-4710.4s] 老师就喜欢两类
[4710.4s-4711.7s] 一第一学习成绩好
[4711.7s-4713.2s] 第二跟自己比较熟
[4713.8s-4714.8s] 是不是这么一个道理
[4715.8s-4716.6s] 是不是这么一个道理
[4716.6s-4717.7s] 两类都喜欢的
[4718.1s-4718.9s] 跟自己熟的
[4718.9s-4719.9s] 哪怕你成绩不好
[4719.9s-4720.9s] 也喜欢
[4721.7s-4722.9s] 这个东西肯定会有变差的
[4722.9s-4724.6s] 世人就会有情感
[4724.7s-4725.5s] 所以不可能
[4725.7s-4726.3s] 这种东西
[4726.3s-4727.8s] 我觉得社会上面混习惯
[4727.8s-4730.0s] 我们不要去规避一些社会的现象
[4730.5s-4731.6s] 大家都是人
[4732.1s-4733.1s] 大家都是人
[4733.1s-4734.1s] 熟跟不熟
[4734.1s-4735.5s] 一定是有区别的
[4737.4s-4737.8s] 对吧
[4737.8s-4739.0s] 我以前三个年的老粉
[4739.0s-4740.1s] 跟我混得很熟的
[4740.1s-4741.7s] 那现在都是跟兄弟一样的
[4741.7s-4742.5s] 能一样吗
[4742.5s-4743.0s] 你说
[4743.8s-4745.2s] 有忙能会不帮吗
[4745.5s-4746.5s] 帮忙都会帮
[4746.5s-4747.7s] 何况是问些问题
[4747.8s-4748.3s] 对不对
[4748.7s-4749.7s] 这肯定是不一样的
[4750.3s-4751.3s] 这个道理你们要明白
[4757.6s-4758.8s] 千万别
[4765.0s-4766.5s] 客观面对人性
[4767.1s-4767.5s] 对呀
[4767.8s-4768.7s] 客观面对人性
[4768.7s-4769.5s] 就我觉得
[4769.7s-4770.8s] 尤其是到
[4771.3s-4772.1s] 真诚一点
[4772.1s-4773.1s] 我永远觉得
[4773.3s-4774.2s] 低产阶级
[4774.2s-4775.6s] 都是用一些
[4776.2s-4777.1s] 手段
[4777.9s-4779.5s] 去诈骗
[4779.5s-4782.1s] 或者去坑同级别的人
[4782.4s-4783.6s] 但是到了高产阶级
[4783.6s-4785.7s] 有你真的发现真诚是必杀戏
[4785.9s-4786.7s] 都是聪明人
[4786.7s-4787.9s] 不要把别人当傻子
[4790.4s-4790.9s] 你们懂吗
[4790.9s-4792.1s] 都是聪明人
[4792.1s-4793.3s] 不要把别人当傻子
[4793.3s-4794.9s] 所以在高产阶级
[4794.9s-4795.8s] 真诚是必杀戏
[4795.8s-4797.3s] 在低产阶级
[4798.1s-4799.5s] 真诚是你的灾难
[4800.5s-4801.8s] 我以前就跟你们讲过这句话
[4802.9s-4804.0s] 在低产阶级
[4804.0s-4804.9s] 你不要真诚
[4804.9s-4806.6s] 如果你真诚是灾难
[4806.8s-4809.3s] 因为普通人接不住你的真诚
[4810.1s-4811.3s] 但是在高产阶级
[4811.3s-4812.1s] 你要真诚
[4812.4s-4813.7s] 因为都是聪明人
[4814.1s-4815.2s] 你耍小心眼
[4815.7s-4817.4s] 最后你就是跳梁小丑
[4818.1s-4818.9s] 能明白了吗
[4819.2s-4821.0s] 所以不同的阶段
[4821.9s-4823.3s] 处理人性的方式是不一样的
[4825.4s-4825.9s] 资金
[4825.9s-4826.7s] 不会
[4827.3s-4828.5s] 跟体量没关系
[4830.3s-4833.0s] 筛选下来还是优先跟地方
[4833.8s-4835.4s] 优先跟地方有关系
